"","AlertCategory","NetworkEventType","NetworkInteractionType","DataTransferVolume_IN","DataTransferVolume_OUT","TransactionsPerSession","NetworkAccessFrequency","UserActivityLevel","SessionIntegrityCheck","ResourceUtilizationFlag","SecurityRiskLevel","ResponseTime","Classification"
"410606","Warning","PolicyViolation","Suspicious",129598464,161234779,37125,29160,6,TRUE,FALSE,147559451,20.2551,"Normal"
"231576","Warning","PolicyViolation","Anomalous",136588980,134876982,31438,30890,7,FALSE,FALSE,162428973,31.18638,"Normal"
"148857","Warning","PolicyViolation","Critical",127402092,85425717,18272,26463,4,FALSE,FALSE,133946279,29.30934,"Normal"
"395467","Warning","PolicyViolation","Suspicious",139860859,153540004,36907,37400,7,FALSE,FALSE,112155046,20.26902,"Normal"
"306254","Warning","NormalOperation","Suspicious",135089961,168862716,39081,46860,7,TRUE,FALSE,99514407,35.14598,"Normal"
"166124","Warning","PolicyViolation","Suspicious",133532049,174123964,37904,40089,5,FALSE,FALSE,165494060,32.97249,"Normal"
"459956","Warning","PolicyViolation","Suspicious",151350410,94231220,26468,38829,5,TRUE,FALSE,226534288,42.97019,"Normal"
"327387","Warning","PolicyViolation","Anomalous",122525170,125178894,27249,46328,5,TRUE,FALSE,149296290,28.12778,"Normal"
"133511","Warning","PolicyViolation","Anomalous",131749640,108416932,23832,21200,4,FALSE,FALSE,158945648,29.46129,"Normal"
"370169","Warning","PolicyViolation","Anomalous",144069975,90394071,23843,29124,6,FALSE,FALSE,142381645,28.21315,"Normal"
"64130","Warning","PolicyViolation","Anomalous",129947225,137351555,31192,34902,5,TRUE,FALSE,128007174,31.28823,"Normal"
"51201","Informational","NormalOperation","Suspicious",121030377,166430481,36179,39301,5,TRUE,TRUE,202365700,35.55145,"Normal"
"417901","Warning","PolicyViolation","Anomalous",117334947,102139773,23267,48389,5,TRUE,TRUE,124818475,26.51555,"Normal"
"9723","Warning","PolicyViolation","Anomalous",129527973,94351941,21635,38414,5,TRUE,FALSE,55417807,27.37301,"Normal"
"84642","Warning","PolicyViolation","Suspicious",132327164,172038538,38654,39120,6,FALSE,FALSE,149209894,26.28192,"Normal"
"401389","Warning","PolicyViolation","Suspicious",163704764,101528244,28217,36351,5,TRUE,FALSE,202543363,34.43852,"Normal"
"414200","Warning","PolicyViolation","Suspicious",128616272,171796096,37955,24913,6,FALSE,FALSE,169207680,28.48526,"Normal"
"373166","Warning","PolicyViolation","Anomalous",125480101,123097450,28391,32879,6,TRUE,FALSE,126222619,31.40546,"Normal"
"68026","Warning","PolicyViolation","Anomalous",122874644,119948118,24792,33831,3,TRUE,TRUE,155513647,33.3625,"Normal"
"262206","Warning","PolicyViolation","Suspicious",121902883,143863720,32740,25429,6,TRUE,FALSE,185846820,24.22747,"Normal"
"131079","Warning","PolicyViolation","Anomalous",134744799,149948732,33459,37264,6,FALSE,FALSE,184131885,39.00667,"Normal"
"254791","Warning","PolicyViolation","Suspicious",125979092,155714744,34647,31224,6,FALSE,FALSE,180299886,33.19142,"Normal"
"41402","Warning","PolicyViolation","Suspicious",133412720,177874792,41403,37382,7,FALSE,FALSE,147213986,19.22122,"Normal"
"423070","Warning","PolicyViolation","Anomalous",128729445,68047816,18941,28356,5,TRUE,FALSE,172938741,26.94804,"Normal"
"296383","Warning","PolicyViolation","Anomalous",118241767,116781054,27038,21772,6,TRUE,FALSE,167860531,34.53191,"Normal"
"238789","Warning","NormalOperation","Suspicious",185348582,98345193,30599,21828,5,TRUE,FALSE,220660520,33.11779,"Normal"
"2622","Warning","PolicyViolation","Anomalous",119585018,116288618,25018,28913,3,FALSE,TRUE,208972620,34.94453,"Normal"
"219274","Warning","PolicyViolation","Elevated",161531001,98098006,32729,33302,7,TRUE,FALSE,168356602,29.80761,"Normal"
"15595","Warning","ThreatDetected","Suspicious",132531218,163752625,35759,40094,5,FALSE,FALSE,85251332,30.74241,"Normal"
"104680","Warning","PolicyViolation","Anomalous",127970481,127193881,28749,45113,6,FALSE,FALSE,204607351,25.22464,"Normal"
"20139","Informational","PolicyViolation","Elevated",131678651,204694529,43540,29790,4,TRUE,TRUE,153399120,29.02551,"Normal"
"427967","Warning","PolicyViolation","Elevated",133431307,213285100,46599,38708,6,FALSE,FALSE,162729840,28.239,"Normal"
"135032","Alert","PolicyViolation","Suspicious",131253896,147361355,32700,25180,5,TRUE,FALSE,147009952,34.36409,"Normal"
"54798","Warning","PolicyViolation","Suspicious",130076690,160723220,35595,21252,5,FALSE,FALSE,130193529,31.41953,"Normal"
"36146","Warning","NormalOperation","Anomalous",131169278,126656863,29646,48880,6,TRUE,FALSE,153248372,24.098,"Normal"
"130918","Warning","PolicyViolation","Elevated",136054274,191339143,42547,38686,6,TRUE,FALSE,164551058,26.41161,"Normal"
"116435","Warning","PolicyViolation","Anomalous",130152209,141396956,29366,39243,4,TRUE,TRUE,192259244,27.59344,"Normal"
"14685","Alert","PolicyViolation","Anomalous",146448193,165589754,36606,28749,6,FALSE,FALSE,136360664,25.77352,"Normal"
"437749","Warning","PolicyViolation","Anomalous",127257438,137653394,28787,43152,4,TRUE,TRUE,175468291,27.56911,"Normal"
"39657","Warning","PolicyViolation","Anomalous",125618885,109112389,26992,46318,6,TRUE,FALSE,155720920,31.43319,"Normal"
"328758","Warning","PolicyViolation","Anomalous",134557197,139551371,31110,32686,6,FALSE,FALSE,157461486,27.4517,"Normal"
"62062","Warning","PolicyViolation","Anomalous",99138964,112236356,26789,25044,7,TRUE,FALSE,125544314,36.03981,"Normal"
"464758","Warning","PolicyViolation","Anomalous",120456846,141021760,32132,21694,6,FALSE,FALSE,160850055,32.28168,"Normal"
"232302","Warning","PolicyViolation","Anomalous",129200025,123562130,28885,48060,5,TRUE,FALSE,151501191,33.24163,"Normal"
"337871","Warning","PolicyViolation","Anomalous",121392470,111083517,23115,18966,4,FALSE,TRUE,131035236,38.00128,"Normal"
"99275","Warning","PolicyViolation","Suspicious",133637342,176779495,39449,39911,6,TRUE,FALSE,139720912,36.57476,"Normal"
"391420","Warning","PolicyViolation","Suspicious",140553844,181261183,39811,42403,5,FALSE,FALSE,141807253,28.39639,"Normal"
"176235","Warning","PolicyViolation","Suspicious",122564034,202844329,43869,37460,6,FALSE,FALSE,146864995,14.6763,"Normal"
"246710","Warning","PolicyViolation","Suspicious",125547881,116324388,29121,33335,6,FALSE,FALSE,182344619,43.35351,"Normal"
"264488","Warning","PolicyViolation","Suspicious",136110820,177018338,38368,33126,5,TRUE,FALSE,168507128,21.63601,"Normal"
"258412","Alert","PolicyViolation","Anomalous",139875571,137909610,29567,28869,4,FALSE,FALSE,142234638,20.88106,"Normal"
"218081","Warning","PolicyViolation","Anomalous",135923241,149224044,36746,25162,8,TRUE,FALSE,102638961,30.20445,"Normal"
"297636","Warning","PolicyViolation","Anomalous",127906819,99511864,21159,30357,4,FALSE,FALSE,149894186,23.85404,"Normal"
"400434","Warning","PolicyViolation","Critical",129636765,89260520,22598,39806,6,TRUE,FALSE,154260120,25.18573,"Normal"
"261812","Warning","PolicyViolation","Suspicious",140586000,147228774,35715,30296,7,FALSE,FALSE,224225689,30.08435,"Normal"
"133237","Warning","PolicyViolation","Anomalous",127017790,101697892,23431,30958,5,FALSE,FALSE,128770855,35.72187,"Normal"
"293437","Warning","ThreatDetected","Suspicious",134102650,183486710,41762,32795,7,FALSE,FALSE,214353866,22.86783,"Normal"
"335269","Warning","ThreatDetected","Anomalous",128753752,126092799,28571,41101,6,TRUE,FALSE,167427228,24.45822,"Normal"
"135500","Warning","PolicyViolation","Suspicious",129396588,149484898,33228,34981,5,FALSE,FALSE,201502677,34.4739,"Normal"
"450460","Warning","PolicyViolation","Anomalous",129721565,142831889,34927,27511,8,FALSE,FALSE,192141288,33.61386,"Normal"
"14419","Warning","PolicyViolation","Suspicious",126034471,159155355,36496,35937,6,FALSE,FALSE,169927175,35.02064,"Normal"
"461102","Warning","PolicyViolation","Anomalous",131889778,129083514,27891,43485,4,FALSE,TRUE,143701534,42.61268,"Normal"
"316533","Warning","NormalOperation","Elevated",127423846,191165005,41608,29528,5,TRUE,TRUE,145932124,33.61278,"Normal"
"225869","Warning","NormalOperation","Suspicious",123574044,179821116,37988,26391,4,TRUE,TRUE,164458760,24.77947,"Normal"
"448020","Warning","PolicyViolation","Elevated",127687907,213939865,47282,29930,6,FALSE,FALSE,169552235,16.99563,"Normal"
"336939","Warning","PolicyViolation","Suspicious",132861422,160106421,35578,35496,6,FALSE,FALSE,180366664,21.55883,"Normal"
"193977","Warning","PolicyViolation","Suspicious",139113533,116904699,28570,38644,5,FALSE,FALSE,149609948,31.73218,"Normal"
"282315","Warning","PolicyViolation","Critical",119536264,104440833,24433,30834,6,FALSE,FALSE,191371214,16.51608,"Normal"
"330787","Warning","PolicyViolation","Anomalous",146377015,78496390,24068,35017,6,FALSE,FALSE,213239149,24.25728,"Normal"
"441053","Warning","PolicyViolation","Anomalous",123272861,120715993,26726,41665,5,FALSE,FALSE,118522248,32.33568,"Normal"
"272016","Warning","PolicyViolation","Suspicious",132512496,185647191,40408,35583,5,FALSE,TRUE,171819050,38.27184,"Normal"
"260758","Warning","PolicyViolation","Suspicious",129094996,169394825,36222,17455,5,FALSE,FALSE,152702697,34.99945,"Normal"
"217178","Warning","ThreatDetected","Anomalous",139115840,131946893,30128,23529,6,TRUE,FALSE,136257184,34.13692,"Normal"
"208945","Informational","ThreatDetected","Suspicious",129404069,151659955,34917,25038,6,FALSE,FALSE,92448607,28.46685,"Normal"
"49878","Warning","ThreatDetected","Anomalous",119040660,106607792,24018,35249,5,FALSE,TRUE,141684033,31.36104,"Normal"
"55221","Warning","PolicyViolation","Suspicious",130907094,193370971,42523,32591,6,FALSE,FALSE,133716134,30.18616,"Normal"
"295721","Warning","PolicyViolation","Suspicious",134286112,193569695,42762,35497,6,TRUE,FALSE,207442558,29.24965,"Normal"
"468245","Warning","PolicyViolation","Anomalous",127800541,130296760,28618,43884,5,TRUE,FALSE,130223286,15.68139,"Normal"
"396272","Informational","PolicyViolation","Suspicious",133671204,153234551,34695,24275,5,TRUE,FALSE,184743970,17.63097,"Normal"
"408252","Alert","PolicyViolation","Anomalous",134211916,129422703,28602,17710,5,FALSE,FALSE,170358776,36.26206,"Normal"
"77953","Warning","PolicyViolation","Suspicious",128205829,175020723,37657,28892,5,FALSE,TRUE,103499003,39.24241,"Normal"
"229867","Warning","NormalOperation","Suspicious",127764762,175360055,38284,36375,5,TRUE,FALSE,184986795,23.51309,"Normal"
"122131","Warning","PolicyViolation","Anomalous",133100461,144006950,31601,38377,5,FALSE,FALSE,109408954,33.89521,"Normal"
"264815","Warning","ThreatDetected","Anomalous",126611170,125378612,30522,38813,8,TRUE,FALSE,196198896,30.4577,"Normal"
"70866","Warning","PolicyViolation","Suspicious",136391840,141095835,32646,32258,6,FALSE,FALSE,148149868,25.3472,"Normal"
"201257","Alert","PolicyViolation","Suspicious",141670974,160128011,35704,42264,5,TRUE,FALSE,173052840,27.7799,"Normal"
"7827","Warning","PolicyViolation","Elevated",129008667,198409234,43061,34490,5,FALSE,FALSE,146287897,30.92316,"Normal"
"309346","Warning","PolicyViolation","Suspicious",117140618,139090372,28500,31811,3,FALSE,TRUE,115855763,43.26924,"Normal"
"464006","Warning","PolicyViolation","Critical",123408269,110813285,23269,42585,4,FALSE,FALSE,139226781,24.16789,"Normal"
"92911","Warning","PolicyViolation","Suspicious",170512642,74847068,24785,35074,5,FALSE,FALSE,137292653,28.19673,"Normal"
"438002","Warning","PolicyViolation","Anomalous",115596555,104688128,25520,31864,6,FALSE,FALSE,171095396,31.67084,"Normal"
"340860","Warning","PolicyViolation","Suspicious",123402836,137553984,30845,27039,5,TRUE,TRUE,119730405,22.30348,"Normal"
"375762","Warning","PolicyViolation","Suspicious",138878184,158967793,35929,27701,6,FALSE,FALSE,186636749,36.51088,"Normal"
"230783","Warning","PolicyViolation","Suspicious",123535143,180444764,39192,38148,5,TRUE,TRUE,154592607,24.15824,"Normal"
"438157","Warning","PolicyViolation","Anomalous",130177508,132212719,30104,23148,6,TRUE,FALSE,128550036,39.50741,"Normal"
"9490","Warning","PolicyViolation","Critical",124224324,96244415,19561,31719,4,FALSE,FALSE,103151251,29.85284,"Normal"
"148335","Warning","PolicyViolation","Anomalous",127864132,109429158,26707,35942,6,FALSE,FALSE,197367346,28.32528,"Normal"
"152103","Warning","ThreatDetected","Anomalous",135265082,137663579,31788,29831,6,TRUE,FALSE,131050038,33.25794,"Normal"
"270810","Warning","PolicyViolation","Suspicious",136351921,162532674,36349,27272,5,TRUE,FALSE,129166121,29.73663,"Normal"
"237753","Warning","PolicyViolation","Anomalous",122046348,138795053,30089,40129,6,FALSE,FALSE,100004714,17.94256,"Normal"
"23150","Alert","PolicyViolation","Anomalous",143345457,133909806,30685,38939,5,FALSE,FALSE,159316944,31.55451,"Normal"
"330128","Warning","PolicyViolation","Critical",125745042,100785908,22762,33708,5,FALSE,FALSE,141573415,19.68249,"Normal"
"355705","Warning","PolicyViolation","Elevated",139457576,199535160,43756,35922,5,FALSE,FALSE,149310614,24.93133,"Normal"
"207973","Warning","PolicyViolation","Suspicious",130621620,194009955,42158,36594,5,TRUE,FALSE,198580880,37.59226,"Normal"
"410104","Informational","PolicyViolation","Anomalous",126704858,119594964,25258,20645,4,FALSE,FALSE,108553841,22.78553,"Normal"
"412067","Informational","PolicyViolation","Suspicious",124831381,152243704,33631,31602,5,FALSE,FALSE,149922289,23.1399,"Normal"
"469103","Warning","PolicyViolation","Suspicious",137555934,144876893,33138,36204,5,TRUE,FALSE,130388965,21.60382,"Normal"
"305118","Warning","NormalOperation","Anomalous",129416711,128365016,32336,42595,8,TRUE,FALSE,172645705,25.42094,"Normal"
"342345","Warning","PolicyViolation","Suspicious",136712619,169841428,38626,36704,6,TRUE,FALSE,142089873,33.45665,"Normal"
"262846","Warning","PolicyViolation","Suspicious",130092093,181983402,39260,35972,5,FALSE,FALSE,151012663,22.82231,"Normal"
"318885","Warning","NormalOperation","Suspicious",141407128,192129897,42520,27288,6,TRUE,FALSE,113740090,28.59255,"Normal"
"3278","Informational","PolicyViolation","Anomalous",138229589,144357596,31786,44694,5,TRUE,FALSE,135818163,21.12346,"Normal"
"7563","Warning","PolicyViolation","Anomalous",122220002,122070239,27831,28312,6,FALSE,FALSE,144527694,23.79893,"Normal"
"84134","Warning","PolicyViolation","Anomalous",131771986,141265822,32892,38190,6,FALSE,FALSE,152731177,24.74224,"Normal"
"343971","Warning","PolicyViolation","Suspicious",134702880,160756255,37129,32901,7,TRUE,FALSE,193233880,50.46543,"Normal"
"361931","Warning","PolicyViolation","Suspicious",133196613,172546707,39414,36567,6,TRUE,FALSE,150284250,29.89484,"Normal"
"349324","Warning","PolicyViolation","Anomalous",133227521,149736492,32812,32036,5,FALSE,FALSE,161278781,28.73371,"Normal"
"203162","Warning","PolicyViolation","Suspicious",137616899,162892247,37568,38477,6,FALSE,FALSE,185647292,25.44484,"Normal"
"84544","Warning","PolicyViolation","Anomalous",129431865,114152612,27067,27466,6,FALSE,FALSE,130416297,22.89727,"Normal"
"425501","Warning","PolicyViolation","Anomalous",134256139,127167012,29588,28955,5,FALSE,FALSE,140644995,34.79783,"Normal"
"275615","Warning","PolicyViolation","Anomalous",125022873,101961470,24237,29036,6,FALSE,FALSE,144222465,46.7652,"Normal"
"149814","Warning","PolicyViolation","Suspicious",128209399,149427871,33427,32301,5,TRUE,FALSE,84903902,25.56816,"Normal"
"105058","Warning","PolicyViolation","Suspicious",124795842,162328692,34254,26949,4,FALSE,TRUE,199666602,36.58731,"Normal"
"448924","Warning","PolicyViolation","Anomalous",131479034,128916008,29172,36733,5,TRUE,FALSE,180298215,32.74992,"Normal"
"281948","Warning","PolicyViolation","Anomalous",132759648,161816964,33136,35928,4,TRUE,FALSE,160708595,34.88309,"Normal"
"349656","Warning","NormalOperation","Anomalous",137709071,110053798,26371,17384,6,TRUE,FALSE,188826026,16.99643,"Normal"
"274650","Informational","PolicyViolation","Suspicious",131899952,161501470,34993,40207,4,TRUE,TRUE,173849894,29.91508,"Normal"
"208380","Alert","PolicyViolation","Anomalous",135258958,152922574,36922,32687,8,TRUE,FALSE,136899163,16.60081,"Normal"
"131137","Warning","PolicyViolation","Critical",127931866,78583494,20193,29838,6,TRUE,FALSE,110451352,23.66267,"Normal"
"34598","Warning","PolicyViolation","Anomalous",131974349,150362470,33923,37550,6,TRUE,FALSE,178238549,23.00734,"Normal"
"106307","Warning","PolicyViolation","Suspicious",133688023,152452547,34389,38074,5,TRUE,FALSE,139215402,26.31998,"Normal"
"175914","Warning","PolicyViolation","Suspicious",137946189,209607863,44449,42465,5,TRUE,FALSE,133456908,40.99788,"Normal"
"227865","Warning","PolicyViolation","Suspicious",134918159,166347510,37720,35114,6,TRUE,FALSE,132468437,35.99943,"Normal"
"395377","Warning","PolicyViolation","Anomalous",123829953,138767093,31064,37428,6,FALSE,FALSE,132663117,40.28774,"Normal"
"243725","Alert","PolicyViolation","Anomalous",128577217,92476038,24397,35149,6,TRUE,FALSE,133402267,20.31527,"Normal"
"86078","Alert","PolicyViolation","Anomalous",125857906,99955909,21666,36577,4,FALSE,TRUE,168369340,31.64413,"Normal"
"447519","Warning","PolicyViolation","Suspicious",117818689,124629426,31752,34163,7,TRUE,FALSE,100087229,21.58135,"Normal"
"314236","Warning","PolicyViolation","Suspicious",134065014,171105962,39219,30894,6,TRUE,FALSE,211636504,28.35763,"Normal"
"429882","Warning","PolicyViolation","Anomalous",133363328,135966573,30266,29513,5,FALSE,FALSE,171277853,27.78884,"Normal"
"307511","Warning","PolicyViolation","Anomalous",129179761,106777337,25210,24801,6,TRUE,FALSE,143072192,47.78739,"Normal"
"250554","Warning","PolicyViolation","Suspicious",130706815,152445123,34059,34943,5,FALSE,FALSE,171976315,21.52174,"Normal"
"167916","Warning","PolicyViolation","Anomalous",112693322,96011667,24482,43082,6,FALSE,FALSE,149258980,40.03427,"Normal"
"21471","Warning","PolicyViolation","Suspicious",127217189,150511053,33845,35510,6,TRUE,FALSE,97368080,28.20889,"Normal"
"379374","Alert","PolicyViolation","Anomalous",123664676,129231898,28961,30520,6,FALSE,FALSE,117660696,19.93411,"Normal"
"34541","Warning","PolicyViolation","Anomalous",129216163,147122890,33015,18371,6,TRUE,FALSE,111729362,30.3694,"Normal"
"429359","Alert","PolicyViolation","Anomalous",127173251,133883918,29179,37755,5,TRUE,FALSE,151309385,21.35645,"Normal"
"155233","Warning","PolicyViolation","Suspicious",132752190,166504021,37261,38553,6,TRUE,FALSE,146937220,24.32213,"Normal"
"154522","Informational","PolicyViolation","Elevated",121660371,190637692,41605,24701,5,FALSE,TRUE,154913135,26.05262,"Normal"
"118541","Warning","PolicyViolation","Suspicious",134892378,191193841,43072,42826,7,TRUE,FALSE,100780015,30.88422,"Normal"
"250374","Warning","PolicyViolation","Suspicious",137461822,178229001,40679,23822,7,FALSE,FALSE,179284032,22.75793,"Normal"
"163224","Warning","PolicyViolation","Anomalous",122577723,113415254,25423,22744,5,FALSE,FALSE,154450032,32.40425,"Normal"
"430789","Informational","PolicyViolation","Anomalous",126068236,119480830,27995,35813,6,TRUE,FALSE,176385816,29.2346,"Normal"
"392039","Warning","PolicyViolation","Anomalous",125149491,114830008,28370,21527,7,TRUE,FALSE,121011477,29.11541,"Normal"
"444182","Warning","PolicyViolation","Suspicious",160057414,100832468,28706,27294,5,TRUE,FALSE,136137100,39.41641,"Normal"
"415296","Warning","PolicyViolation","Anomalous",128918823,148055980,32416,41682,5,FALSE,FALSE,90584001,23.15315,"Normal"
"35438","Warning","NormalOperation","Suspicious",132585115,166628142,37518,37093,6,TRUE,FALSE,124475243,42.07517,"Normal"
"188442","Warning","PolicyViolation","Suspicious",139431775,165453143,37155,34448,6,TRUE,FALSE,114616221,21.68852,"Normal"
"335082","Warning","ThreatDetected","Anomalous",126464692,98858136,22894,34552,5,TRUE,FALSE,121643921,17.88347,"Normal"
"451337","Warning","PolicyViolation","Anomalous",125787620,131747301,29124,36858,5,FALSE,TRUE,105847830,35.9118,"Normal"
"271753","Warning","PolicyViolation","Suspicious",121692791,145913423,31104,24328,4,FALSE,TRUE,193979928,34.12338,"Normal"
"378797","Warning","PolicyViolation","Suspicious",124536311,168565687,38294,27149,6,FALSE,FALSE,198157129,25.8082,"Normal"
"305910","Warning","PolicyViolation","Anomalous",133163310,140024200,30631,34141,5,TRUE,FALSE,144229707,35.31136,"Normal"
"134015","Alert","PolicyViolation","Anomalous",132012672,152812856,33412,38516,5,FALSE,FALSE,141511323,25.39253,"Normal"
"418096","Warning","PolicyViolation","Suspicious",134129493,178696908,38947,39544,4,TRUE,TRUE,163703944,18.34209,"Normal"
"126723","Warning","PolicyViolation","Critical",133149910,90715562,21397,25672,5,TRUE,FALSE,109903897,21.84529,"Normal"
"146098","Warning","PolicyViolation","Suspicious",170824308,97629237,31404,36073,6,FALSE,FALSE,186352395,32.90284,"Normal"
"316412","Warning","PolicyViolation","Anomalous",130773641,152980653,33080,29464,5,TRUE,FALSE,147917211,28.70671,"Normal"
"459332","Warning","PolicyViolation","Suspicious",130586629,135487321,29238,33699,4,FALSE,TRUE,122935670,28.53764,"Normal"
"350240","Warning","PolicyViolation","Suspicious",134121083,169294064,38423,32655,6,FALSE,FALSE,184257665,42.40574,"Normal"
"87944","Warning","PolicyViolation","Elevated",200233207,66939348,30408,38200,7,TRUE,FALSE,158499539,44.54156,"Normal"
"111717","Warning","PolicyViolation","Suspicious",131925442,161060761,34510,22161,5,FALSE,FALSE,185581859,29.51404,"Normal"
"135298","Warning","PolicyViolation","Suspicious",126658708,161482364,33154,49418,4,FALSE,TRUE,135470124,32.70367,"Normal"
"56037","Warning","PolicyViolation","Elevated",130100395,210637859,45458,40030,6,FALSE,FALSE,126782630,30.88771,"Normal"
"275405","Warning","PolicyViolation","Anomalous",141521994,89571731,24610,39299,5,FALSE,FALSE,176377460,23.21586,"Normal"
"369914","Warning","NormalOperation","Critical",129948846,95949325,23852,24158,6,FALSE,FALSE,145144589,29.83111,"Normal"
"110988","Warning","PolicyViolation","Elevated",128588749,202152001,44006,30348,6,FALSE,FALSE,206221750,20.26945,"Normal"
"31132","Warning","PolicyViolation","Elevated",129855384,219532607,46615,30196,5,FALSE,FALSE,159611891,30.91768,"Normal"
"211630","Alert","NormalOperation","Anomalous",91144967,106800329,23124,32854,5,FALSE,TRUE,144226812,39.60231,"Normal"
"169161","Warning","PolicyViolation","Anomalous",136277744,109534175,24592,37433,4,TRUE,FALSE,92710104,34.12995,"Normal"
"463989","Warning","PolicyViolation","Anomalous",130936988,148852715,33206,37642,5,FALSE,FALSE,208282640,37.13911,"Normal"
"434652","Warning","PolicyViolation","Suspicious",135739379,176078005,38236,32551,5,TRUE,FALSE,163377706,39.63779,"Normal"
"299517","Warning","PolicyViolation","Anomalous",136802737,118404978,26223,37651,5,TRUE,FALSE,150894263,36.64368,"Normal"
"152434","Warning","PolicyViolation","Anomalous",130215712,137177879,31920,32224,6,FALSE,FALSE,179536672,33.24508,"Normal"
"121503","Warning","PolicyViolation","Suspicious",174475713,76319198,25060,38106,5,FALSE,FALSE,189234484,30.8337,"Normal"
"447953","Warning","PolicyViolation","Critical",122223526,86407873,19482,30887,5,FALSE,FALSE,163961945,41.10039,"Normal"
"208069","Warning","PolicyViolation","Anomalous",133259653,122428323,27358,32971,5,FALSE,FALSE,138854370,34.28113,"Normal"
"61562","Warning","PolicyViolation","Suspicious",133184001,173531776,38584,33229,6,FALSE,FALSE,165381994,32.122,"Normal"
"166255","Warning","PolicyViolation","Suspicious",131134332,154957319,34709,51291,6,FALSE,FALSE,151487253,28.15206,"Normal"
"462040","Warning","PolicyViolation","Anomalous",147774344,82206226,23733,30306,5,FALSE,FALSE,171228937,19.08213,"Normal"
"276860","Informational","PolicyViolation","Suspicious",122589982,165686614,34154,38007,4,TRUE,TRUE,101456204,29.74386,"Normal"
"413625","Warning","PolicyViolation","Anomalous",125614551,131030313,28503,26413,5,TRUE,FALSE,187930665,29.87155,"Normal"
"111149","Warning","PolicyViolation","Anomalous",122952424,147814206,31867,45873,5,TRUE,FALSE,133319321,31.40671,"Normal"
"371818","Warning","PolicyViolation","Critical",127625572,76547416,18508,28778,6,FALSE,FALSE,175020966,27.90598,"Normal"
"315403","Warning","PolicyViolation","Anomalous",133994421,125562040,32263,23106,8,FALSE,FALSE,187168499,42.36167,"Normal"
"32861","Warning","PolicyViolation","Suspicious",128054179,161261031,33832,33976,4,TRUE,TRUE,190127398,21.61159,"Normal"
"123435","Warning","PolicyViolation","Suspicious",127964372,156482089,34087,38434,5,FALSE,FALSE,167573180,29.21155,"Normal"
"52951","Warning","PolicyViolation","Suspicious",145444521,201233414,43317,32774,5,FALSE,FALSE,108437239,37.86254,"Normal"
"45172","Warning","PolicyViolation","Suspicious",131957936,169789626,38491,30804,6,TRUE,FALSE,153560477,35.45378,"Normal"
"87736","Warning","PolicyViolation","Anomalous",126737517,128231244,27905,34047,5,FALSE,FALSE,208546190,21.83001,"Normal"
"407777","Warning","PolicyViolation","Anomalous",126842619,158521118,32849,31217,4,FALSE,FALSE,137064600,27.60539,"Normal"
"75649","Warning","PolicyViolation","Anomalous",123508957,156097276,37211,36344,8,TRUE,FALSE,197244411,26.20198,"Normal"
"326050","Warning","PolicyViolation","Elevated",133259824,197673092,42639,30577,5,FALSE,TRUE,144823717,43.81835,"Normal"
"208784","Warning","PolicyViolation","Suspicious",131483562,163373076,35318,38319,5,FALSE,FALSE,140125592,30.67471,"Normal"
"35982","Warning","PolicyViolation","Anomalous",126587578,133634531,29683,45017,5,FALSE,FALSE,148263881,23.36245,"Normal"
"257037","Warning","PolicyViolation","Anomalous",137370740,132346757,30491,29557,6,FALSE,FALSE,133196442,36.00827,"Normal"
"32730","Warning","PolicyViolation","Anomalous",130286193,133449933,32276,32077,6,FALSE,FALSE,182415975,35.93681,"Normal"
"295070","Warning","PolicyViolation","Anomalous",138096562,133139861,29872,35927,5,FALSE,FALSE,101709946,35.63373,"Normal"
"11839","Alert","PolicyViolation","Suspicious",135761281,173588931,38624,46362,6,FALSE,FALSE,184120941,36.08788,"Normal"
"362644","Informational","PolicyViolation","Anomalous",146649182,95083185,25422,24804,5,TRUE,FALSE,178621492,23.0377,"Normal"
"432442","Warning","PolicyViolation","Anomalous",149814542,84880016,24411,42005,5,FALSE,FALSE,162958904,37.64164,"Normal"
"217120","Warning","PolicyViolation","Anomalous",123120133,116421871,24982,35796,4,FALSE,FALSE,172798501,34.17909,"Normal"
"29941","Warning","PolicyViolation","Suspicious",131879959,168986518,36138,26795,4,TRUE,TRUE,187917659,24.829,"Normal"
"361038","Informational","PolicyViolation","Anomalous",136695337,129411449,30255,27858,6,FALSE,FALSE,175492256,21.58449,"Normal"
"53676","Informational","PolicyViolation","Suspicious",137961381,181828084,39409,28249,5,FALSE,FALSE,126840485,40.84062,"Normal"
"389339","Warning","PolicyViolation","Suspicious",139751025,169531599,39056,43349,7,FALSE,FALSE,187749184,38.6324,"Normal"
"115559","Warning","PolicyViolation","Anomalous",128611530,125783213,26246,43648,4,TRUE,FALSE,134806560,29.33238,"Normal"
"256224","Warning","PolicyViolation","Critical",134140951,75565275,18665,26660,5,FALSE,FALSE,104133878,33.08428,"Normal"
"319431","Warning","PolicyViolation","Suspicious",137680326,165041591,37500,29433,6,TRUE,FALSE,161089455,29.53317,"Normal"
"376059","Warning","ThreatDetected","Suspicious",126713336,165398616,35565,27979,5,TRUE,TRUE,212499701,19.55089,"Normal"
"300971","Warning","PolicyViolation","Anomalous",136744611,140753425,32886,42447,6,TRUE,FALSE,141738753,35.48424,"Normal"
"203819","Warning","PolicyViolation","Anomalous",135279256,130773168,28368,35989,4,FALSE,FALSE,160065230,35.0184,"Normal"
